199.415,114.428,182.126,82.1827,164.01,78.1955,151.249,84.9178,145.421,92.141
197.795,110.244,181.134,78.6706,163.827,76.0642,154.193,82.0943,145.225,91.1311
198.117,106.745,181.287,75.2498,166.107,72.8383,155.778,77.9387,144.77,88.9184
198.85,105.252,181.042,74.9355,167.238,71.9143,155.811,76.7654,144.276,88.2533
198.295,106.443,181.204,75.5166,167.212,72.6231,155.62,76.7204,144.387,88.8492
199.428,105.18,181.063,75.3285,166.805,71.9323,155.035,76.4714,144.22,88.6039
198.964,105.037,180.849,76.2635,166.587,72.5511,155.351,77.11,144.321,89.2637
198.617,105.306,180.781,75.6869,166.324,71.6318,154.87,76.2656,144.116,88.8238
198.218,106.144,180.789,76.007,166.368,72.4445,155.226,77.1598,144.688,89.5335
198.855,104.699,180.216,75.6469,166.162,72.1489,154.989,77.0716,144.329,89.7226
197.915,105.522,179.84,76.439,166.114,72.552,154.704,76.6346,144.196,89.6906
198.6,104.886,179.538,76.4138,165.648,71.9713,154.059,76.4644,143.792,89.7742
198.457,104.64,179.586,76.6634,165.617,71.8365,153.934,76.5082,143.6,89.9947
198.07,105.249,179.876,75.9543,165.491,71.5358,153.847,76.1967,143.52,89.9896
198.34,104.677,179.497,76.4223,165.436,71.6473,153.787,76.5033,143.612,90.3452
198.56,104.845,179.5,76.6397,165.316,71.7449,153.859,76.5589,143.816,90.542
198.493,104.672,179.413,77.1106,165.413,71.8125,153.969,76.5894,143.998,90.7418
198.346,104.664,179.355,77.371,165.392,71.9963,153.812,76.6167,143.901,90.8663
197.694,105.493,179.412,77.7443,165.542,71.8696,153.78,76.6002,143.906,91.0803
198.365,104.735,179.485,77.2277,165.299,71.7626,153.914,76.4128,143.895,91.0566
197.814,105.567,179.445,77.8127,165.4,71.9299,153.969,76.537,144.087,91.19
197.321,105.879,179.349,78.0051,165.417,71.8626,153.804,76.5747,144.337,91.2615
197.981,105.467,179.114,78.0736,165.44,72.1185,154.027,76.7973,144.34,91.4957
197.346,105.843,179.48,76.9039,165.351,72.0403,153.891,76.8005,144.077,91.3808
197.89,105.382,178.918,77.4524,165.143,72.4432,153.808,77.0672,144.068,91.6936
197.025,106.078,178.505,77.8179,165.271,72.4413,153.71,77.1293,144.083,91.834
196.839,106.273,178.41,77.9027,165.253,72.566,153.582,76.7786,144.051,91.8867
197.48,104.738,178.244,77.0691,164.716,71.3132,153.017,76.4576,143.586,91.5044
197.016,105.627,178.077,77.254,164.403,71.5317,152.822,76.6622,143.372,91.7646
196.724,105.611,178.309,76.5958,163.835,71.5611,152.723,76.5716,143.432,91.5708
196.435,106.046,178.116,76.2699,163.418,71.753,152.579,76.5614,143.076,91.8341
196.159,106.477,177.717,77.1454,163.275,72.53,152.485,76.8954,143.02,92.3526
196.013,106.459,177.824,76.7303,163.155,72.4805,152.682,76.6019,142.924,92.1476
195.977,106.467,177.796,76.6126,163.109,72.6573,152.668,76.647,143.011,92.2525
196.047,106.301,177.954,76.5639,163.153,72.7776,152.625,76.546,142.954,92.3305
196.233,106.624,177.952,76.7171,162.837,72.9037,152.474,76.673,143.24,92.3949
196.807,105.178,177.699,75.9704,163.105,72.134,152.572,76.4155,142.893,92.2006
195.557,106.454,177.713,76.1441,163.039,71.7676,152.339,76.3699,142.805,92.1662
195.321,107.051,177.834,76.485,162.955,71.8717,152.433,76.6536,142.942,92.359
195.298,107.262,177.916,76.3299,163.205,72.0263,152.499,76.7218,142.989,92.3339
194.839,107.922,177.648,76.8924,163.522,72.3144,152.855,76.7829,143.242,92.4872
194.633,108.409,178.497,76.5858,164.462,72.0855,153.236,76.8114,143.805,92.4129
193.801,108.464,178.294,76.2677,164.983,72.0396,153.151,76.5726,143.897,92.1662
192.754,109.059,178.543,76.2573,165.149,72.387,153.234,77.115,143.926,92.5424
192.148,109.383,178.984,76.3476,165.688,72.222,153.88,77.491,144.183,92.7631
191.064,109.9,179.272,76.9172,165.611,72.7023,153.694,77.4514,144.269,92.8737
191.122,109.988,179.636,77.2349,165.844,73.0794,154.169,77.6004,144.416,93.0716
190.275,110.619,180.169,77.5564,166.815,73.3015,154.934,77.8786,145.176,93.462
189.128,110.832,180.584,77.5966,167.378,73.243,155.225,77.5145,145.547,93.0937
188.178,111.304,180.592,77.7177,167.356,73.5471,155.135,77.4965,145.661,93.3786
186.94,111.457,180.76,77.8134,167.262,73.3508,154.815,77.7847,145.731,93.3188
185.63,112.095,180.805,78.1039,167.41,73.2203,154.962,77.661,145.738,93.5076
183.95,112.847,180.711,78.0848,167.486,73.4263,155.163,77.5833,145.769,93.6653
183.326,112.702,180.707,78.1954,168.049,72.5164,155.435,77.158,145.717,93.593
182.291,113.312,180.928,78.6712,168.09,72.8675,155.478,77.5096,146.181,93.6616
181.614,113.673,181.258,78.9601,168.581,73.3678,155.769,77.5069,146.401,93.8192
180.841,113.999,181.281,79.0645,168.437,73.5364,155.908,77.5446,146.543,93.8361
180.151,114.335,181.205,78.864,168.028,72.9304,155.639,77.4112,146.535,93.7951
179.664,114.127,181.192,78.6012,168.137,72.2199,155.618,77.0956,146.359,93.5347
179.645,114.147,181.294,79.075,168.28,73.2995,155.973,77.4579,146.513,93.89
179.44,114.03,181.398,78.9228,168.235,72.6218,155.87,77.3683,146.53,93.8423
179.37,113.956,181.353,79.0099,167.904,72.5214,155.575,77.3627,146.494,93.8291
180.748,113.243,181.201,78.9353,168.083,72.4337,155.794,77.2424,146.486,93.8544
183.525,112.309,181.332,78.131,168.003,72.9035,155.452,77.4258,146.521,93.9361
186.056,111.728,180.86,78.2822,167.702,73.0593,155.284,77.6377,146.234,94.2175
188.23,110.751,180.529,78.0848,167.284,72.9786,155.011,77.5273,146.157,94.0556
189.674,110.622,180.222,79.1733,167.199,73.7999,155.198,78.3589,145.947,94.9139
190.742,110.299,179.687,79.7821,166.915,74.3372,155.092,78.5053,146.173,95.0608
191.506,110.299,179.418,79.811,166.477,74.4252,155.016,78.6464,146.102,95.1784
192.341,110.257,179.476,80.1261,166.006,74.651,154.755,78.8532,145.988,95.2467
193.078,109.909,179.064,80.3001,165.656,75.3046,154.605,79.25,145.844,95.5375
194.024,109.807,179.214,80.5274,166.102,75.1642,154.76,79.4362,146.194,95.5367
194.793,109.494,179.088,80.5075,165.913,75.1264,154.765,79.216,146.046,95.643
195.099,109.289,179.268,80.3624,166.115,75.2275,154.93,79.1848,146.053,95.6624
196.968,107.957,179.116,79.943,165.937,74.7103,154.891,79.0288,146.087,95.4668
197.584,107.176,178.84,79.5225,165.829,74.5842,154.7,78.6267,146.143,94.9911
197.741,107.054,179.038,78.3659,165.81,74.0699,154.499,78.2314,145.584,94.8709
197.764,107.023,178.485,80.0419,165.655,74.863,154.557,78.9314,145.729,95.3329
197.971,106.216,178.721,78.3343,165.538,73.8904,153.952,78.5842,145.411,95.1221
197.276,106.091,178.32,78.5313,165.32,74.2243,154.029,78.9841,145.347,95.4427
197.287,105.8,178.227,78.6878,165.373,74.1864,154.21,78.8712,145.279,95.532
197.22,105.606,177.914,78.643,164.722,74.1425,153.942,78.6982,145.162,95.4992
196.696,105.837,178.185,78.647,164.708,74.2854,153.957,78.7766,145.362,95.5383
196.657,105.832,178.071,78.6537,164.038,74.4441,153.691,78.9677,144.968,95.7847
196.114,105.809,177.982,77.7703,164.651,73.7524,153.75,78.7966,144.905,95.2961
196.201,105.769,177.95,77.7584,164.501,73.7758,153.63,78.6396,144.701,95.3368
