0.246323,0.995377,1.66359
0.0059967,-0.166733,1.10603
-0.0313873,-0.588638,0.6884
0.103195,-0.436966,0.346603
0.396927,-0.0503082,0.0870514
0.654343,0.164383,0.0165558
0.801743,0.146225,0.0870514
0.85408,-0.00224304,0.0881195
0.812424,-0.23616,0.0165558
0.690659,-0.447647,-0.0891876
0.524033,-0.620682,-0.181046
0.334976,-0.714676,-0.222702
0.139511,-0.654861,-0.20134
0.0241547,-0.345108,-0.139389
0.0059967,-0.0129242,-0.0678253
0.0604706,0.208176,-0.0336456
0.140579,0.227402,0.00907898
0.211075,0.143021,0.0165558
0.218552,0.0340729,-0.00801086
0.165146,-0.0631256,-0.0571442
