345.93353,315.545,497.42072,354.56912,316.7275,496.53607,357.9347,235.92976,476.35486,345.0604,238.02045,476.84546,335.99222,246.1468,479.52368,327.21072,252.41531,480.37164,375.0589,257.38354,478.75415,390.8841,215.42502,466.34094,406.5351,189.05093,457.99283,353.02908,186.11517,456.45462,350.01837,149.73141,443.4034,349.44775,131.13089,431.22736,338.57678,181.59421,456.8063,333.66223,137.85901,442.93494,331.08493,113.94266,430.5322,327.35895,194.397,461.90918,321.04257,156.07812,449.58243,317.14038,134.51703,435.9603,310.39987,213.06094,470.06815,298.1118,184.06116,462.85898,290.45453,163.33075,453.39645
347.05405,316.2088,499.65546,356.0649,317.47876,498.80807,359.209,236.70576,479.27316,345.63406,238.71822,479.62988,336.1018,246.73628,482.12393,326.80728,253.00095,482.92758,376.4395,258.44144,480.98053,392.1548,216.7319,468.4559,408.13342,190.65765,460.3736,354.05344,186.23,459.60983,350.88358,149.21265,446.84726,350.06516,130.28593,434.8972,337.91568,181.98349,458.8562,331.9271,138.25711,444.4613,328.77594,114.37545,431.6867,326.4937,194.7203,463.3259,319.4526,156.36493,449.84253,315.28638,135.01889,435.32132,309.52194,213.2838,471.74854,296.78906,184.12816,463.8858,288.88974,163.34631,453.78433
347.99454,317.57785,499.3134,358.2949,318.66632,498.57245,360.98508,236.476,480.00436,345.57208,238.79306,479.9983,334.77158,247.34521,482.22656,324.0892,253.92218,482.7389,379.30054,258.74045,480.23105,395.03702,216.6273,467.56064,410.07217,189.74734,459.72278,355.57465,185.791,460.31943,352.21027,148.78479,447.6895,351.2059,130.05508,435.80496,337.6496,181.64496,459.34393,331.79462,137.8374,445.18637,328.9337,114.31034,432.50137,324.47586,194.76675,463.90097,317.50082,156.11787,450.72406,313.8336,134.86844,436.4214,304.19843,213.41281,473.3622,289.906,183.8086,466.52664,281.4047,162.76227,457.50613
347.83905,317.4488,499.6454,358.00934,318.3744,498.99854,360.3787,236.00891,480.04037,345.2017,238.55305,479.94473,334.60947,247.2325,482.13727,324.10913,253.95927,482.5584,378.94214,258.29526,480.75058,394.8058,216.04213,468.08456,410.08167,189.49637,460.27533,354.86218,185.36554,460.2353,351.40308,148.33102,447.48822,350.55624,129.67955,435.60117,337.29477,180.88235,459.5824,331.3871,136.40506,445.4835,328.66766,112.34303,432.90247,324.2686,194.25949,464.0056,317.27167,155.21753,450.9596,313.73746,133.55898,436.9117,304.22055,213.54832,472.67392,289.83014,183.95781,465.40845,281.42737,162.98892,455.904
347.48837,317.04633,500.06763,357.72818,318.21088,499.3007,360.3128,236.24957,479.688,345.1097,238.47275,479.82147,334.43475,246.84819,482.21692,323.9048,253.28409,482.81207,378.45062,258.5746,480.02914,394.14023,216.46063,466.67712,409.67978,189.52153,458.28802,354.8451,185.62128,460.06754,351.4785,148.6044,447.381,350.67905,129.8902,435.4799,337.29404,181.41887,459.47577,331.45724,137.9177,445.43954,328.74255,114.659935,433.1321,324.27725,194.40378,463.86896,317.29648,155.77328,450.77856,313.66675,134.49963,436.7964,304.113,213.22052,472.83475,289.8159,183.89651,465.434,281.6025,163.12514,455.8153
346.80444,316.1688,500.49777,355.93848,317.48962,499.51825,359.32834,237.10072,479.6909,345.59775,238.96155,480.2323,335.9381,246.91144,482.91968,326.5477,252.98222,483.85904,376.29803,258.6131,481.65796,391.9081,217.04573,469.15646,407.69034,190.63321,461.25082,353.9358,186.9114,460.4182,350.66364,149.61026,447.5501,349.8468,130.30746,435.4278,337.88864,183.01804,459.38562,331.9357,140.20032,444.9753,328.85663,117.00034,432.16965,326.35706,195.40549,464.35068,319.48615,157.3419,451.06934,315.54553,136.04065,436.61774,308.96228,213.81607,473.126,295.98157,184.9776,465.62198,287.88052,164.34901,456.0982
347.34778,317.01108,500.02893,357.46576,317.9558,499.36575,360.064,236.23395,480.74234,344.9082,238.65189,480.6293,334.30496,247.2696,482.7469,323.83054,253.84393,483.12854,377.7469,258.4798,481.48392,393.00116,216.62392,469.08548,407.78723,190.02332,461.6821,354.46286,186.25266,461.35028,350.91516,149.67726,448.7047,349.75452,131.4278,436.69946,336.8177,182.1162,460.4131,330.71976,138.86432,446.28577,327.72375,115.91804,433.6747,323.8217,194.89294,464.7268,316.73145,155.98312,451.58194,313.05157,134.64175,437.2053,303.91776,213.47296,473.7543,289.39722,183.78299,466.85727,280.8647,162.50949,457.8081
345.73767,316.12384,501.22156,354.98395,317.36572,500.17685,358.61798,236.68047,480.24075,344.72635,238.66106,480.86124,334.89,246.71468,483.59753,325.35913,252.8963,484.6006,375.41672,257.9992,481.73038,391.15912,216.05191,468.9669,407.10516,189.59802,460.90582,353.16974,186.84558,460.99387,349.55368,149.66934,448.08542,348.4224,130.53708,436.1511,337.41406,182.47202,460.40213,331.74615,139.21437,446.2347,328.7774,115.77984,433.60178,325.66718,194.9151,465.33496,318.84634,156.09465,452.24414,314.96664,134.24847,437.99243,308.0033,213.2848,473.93774,294.93283,184.00275,466.4861,286.653,162.84491,457.0835
346.8074,316.7648,500.67075,357.1904,317.70465,500.1148,360.41168,235.67374,481.5052,344.86993,238.11179,481.27878,333.88562,246.7684,483.27594,323.0256,253.44502,483.5998,378.29456,257.94232,481.69254,394.20477,215.9696,468.78958,409.48672,189.53195,461.09332,354.66266,184.92462,462.08838,351.03168,147.92291,449.36813,349.83032,129.41794,437.28088,337.18933,180.72035,461.05438,331.40927,136.55118,446.86395,328.65472,112.73892,434.15005,323.9105,193.77106,465.23773,317.16125,154.54294,452.05475,313.7505,132.77016,437.67972,303.58917,212.81415,473.5822,289.40845,182.98865,466.09982,281.25433,161.60886,456.3127
345.3179,318.5208,501.23737,353.66974,320.0816,500.2503,356.9117,239.03003,479.36212,344.10535,240.44571,480.06152,335.2562,248.16685,482.89328,326.6155,254.00276,483.9468,374.32852,262.10684,484.4956,390.1988,221.82697,473.24237,406.344,200.48456,467.74664,351.94852,187.57988,461.63556,348.64407,149.46289,450.0261,347.3877,130.06339,439.02518,336.7286,182.56725,460.9643,330.98837,137.86133,447.37482,327.83304,113.64221,435.24136,325.57205,195.39758,465.51917,318.6492,156.22559,452.79932,314.36328,134.45284,439.0252,309.09265,213.95685,473.1297,296.10266,184.45271,465.26236,287.83313,163.57669,455.22858
