156,70
156,70
156,70
155,70
155,70
155,70
155,70
155,70
155,70
155,70
155,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,70
154,71
154,70
154,71
154,71
154,71
153,71
153,71
153,71
153,71
152,71
152,71
152,71
152,71
152,71
152,71
152,71
152,71
153,71
153,71
153,72
153,71
154,71
154,72
154,72
155,72
155,72
155,72
155,72
155,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,72
156,73
156,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
155,73
154,73
154,73
154,73
154,73
154,73
153,73
153,73
153,73
153,73
152,73
153,73
153,74
153,74
153,74
154,74
154,75
154,76
154,76
155,77
155,78
156,79
156,79
156,80
156,80
156,81
157,81
156,81
156,81
156,81
155,81
155,80
155,79
153,77
153,76
152,75
151,75
150,74
150,74
149,74
148,74
148,75
147,75
147,76
147,77
147,79
148,81
148,84
148,84
150,85
151,86
153,88
155,91
157,94
159,95
159,97
160,98
161,99
161,99
162,99
161,100
161,100
161,100
161,99
160,97
158,94
155,89
154,85
152,83
151,83
151,82
150,81
150,80
150,80
150,79
150,78
149,77
149,76
149,76
148,75
148,74
148,73
148,74
149,74
149,73
149,73
150,73
151,74
151,74
150,75
149,75
148,76
146,77
144,78
143,80
142,81
141,82
140,83
139,84
139,85
139,86
139,86
139,87
138,86
139,86
140,85
140,85
140,85
141,85
142,85
143,85
144,85
145,85
146,85
147,85
147,85
148,84
148,84
149,84
149,84
149,83
149,83
149,83
148,82
147,81
146,81
146,80
145,80
145,80
145,80
145,80
146,81
148,82
151,85
153,86
156,88
158,90
159,91
161,93
162,94
163,95
165,96
166,97
166,98
167,99
167,99
167,99
168,99
167,98
166,97
164,95
162,93
158,90
154,87
150,85
148,83
145,81
143,80
142,79
140,79
139,78
139,78
139,78
140,78
141,79
142,78
144,79
145,80
147,81
150,83
152,84
153,85
155,86
156,87
158,88
160,89
161,90
162,90
163,91
163,91
164,91
164,91
164,91
164,91
164,91
164,91
163,90
162,89
159,88
157,87
154,85
153,84
152,83
151,82
150,81
149,80
148,79
149,78
149,77
149,76
149,76
149,75
149,75
149,74
149,74
149,73
148,73
148,73
148,73
149,73
150,72
153,71
156,71
158,70
162,70
164,69
166,68
168,69
171,69
173,69
176,69
179,70
182,71
185,72
187,73
190,75
193,76
194,77
195,77
195,77
194,76
191,75
186,72
179,70
170,68
165,68
158,67
154,68
150,68
147,69
143,70
140,72
137,73
133,76
129,78
126,80
123,82
121,85
119,87
117,89
116,90
115,92
114,94
114,96
114,97
115,98
115,97
117,95
119,92
123,87
128,83
132,78
137,74
144,71
149,69
154,66
160,65
166,65
172,65
177,66
182,67
185,68
188,69
192,70
194,72
197,73
198,74
199,75
199,75
198,75
196,74
193,72
189,71
183,69
176,67
165,66
151,68
133,76
118,88
110,100
106,106
106,108
106,106
108,106
109,106
109,106
110,106
110,106
110,105
110,105
111,104
111,104
111,104
111,104
112,103
114,100
119,91
132,76
151,66
173,64
188,69
194,71
196,72
198,73
198,74
198,73
198,73
198,73
198,73
198,73
198,72
198,72
198,71
198,71
198,71
198,71
198,71
196,71
184,68
155,70
126,83
112,96
107,102
107,102
108,101
108,101
108,100
109,101
109,101
109,101
109,101
109,101
110,100
110,100
110,99
110,99
110,98
110,98
111,98
111,98
112,97
114,90
137,68
179,64
203,74
201,73
203,74
200,73
197,72
198,73
199,74
200,74
200,75
201,75
202,74
202,74
202,73
202,73
202,73
203,72
203,72
203,72
203,72
203,71
203,71
203,71
203,71
203,71
203,71
202,71
202,71
201,71
201,72
201,72
199,71
191,69
168,66
139,74
118,85
109,92
106,97
105,96
106,95
106,95
106,95
107,96
107,96
106,96
106,98
106,98
106,98
106,98
106,97
106,98
106,98
105,97
106,98
106,98
106,98
106,98
107,97
107,97
107,97
107,96
109,94
121,82
147,67
182,68
198,75
198,75
199,75
196,74
196,73
196,73
196,73
197,73
197,74
198,73
199,73
198,73
198,72
198,72
199,72
199,72
199,72
196,70
182,66
155,65
129,72
112,83
106,91
105,91
108,87
110,85
110,86
109,87
109,87
108,87
108,87
108,87
108,87
108,87
108,88
108,88
109,88
109,88
109,88
109,88
109,88
111,86
121,76
150,64
184,68
196,74
195,73
192,72
188,71
186,71
187,71
187,71
186,71
187,71
186,71
185,71
182,70
177,68
171,66
164,65
157,65
152,65
149,65
146,65
145,65
144,65
143,65
142,66
140,66
139,66
139,67
140,67
140,67
141,68
142,69
143,70
144,71
146,71
147,71
148,72
149,73
150,73
151,72
152,72
154,73
156,73
157,73
158,75
159,77
159,78
159,80
159,81
158,82
157,84
154,86
152,87
150,89
148,91
148,91
149,90
149,91
150,90
150,89
150,89
151,89
152,88
152,87
152,86
153,86
154,85
154,84
155,86
150,94
142,111
136,132
135,143
135,143
136,142
136,141
136,141
136,140
137,140
137,139
137,138
138,137
139,136
139,136
139,135
142,128
149,114
157,101
164,95
166,93
165,92
164,92
162,94
160,95
159,95
158,96
158,96
158,95
159,95
160,95
160,95
161,94
161,94
160,96
150,102
137,113
126,129
122,141
123,142
124,141
124,141
125,142
125,142
126,141
126,141
126,139
126,138
126,138
126,137
125,133
127,126
134,111
144,96
154,84
158,82
158,82
157,83
156,84
155,85
155,86
155,87
154,87
155,88
155,89
155,89
155,88
155,89
155,89
155,88
155,88
155,87
156,88
154,90
144,101
132,118
123,137
122,147
123,145
125,144
125,144
124,143
125,142
126,142
126,141
125,140
126,139
126,139
127,139
127,137
127,137
128,136
128,134
129,130
131,121
136,109
141,97
146,92
145,93
144,93
143,93
142,95
143,95
142,94
143,94
143,95
144,95
144,95
144,95
145,95
145,94
145,93
146,93
147,92
148,91
148,96
143,112
135,135
130,149
133,150
134,147
134,147
135,145
135,144
135,143
136,142
136,140
136,140
136,139
136,138
135,138
135,138
135,138
135,135
137,123
143,103
152,88
157,83
158,81
158,80
157,81
157,81
157,81
157,83
157,83
157,83
156,84
157,84
157,84
157,83
157,82
157,82
157,81
154,86
147,103
140,126
139,135
141,133
141,132
141,133
141,131
141,131
141,131
140,129
140,129
140,128
140,128
140,128
140,129
140,129
140,128
140,128
140,128
140,128
140,127
140,127
141,127
143,126
147,125
152,125
156,125
160,124
164,124
167,124
169,124
171,123
174,124
176,124
178,123
182,123
185,123
187,122
189,122
191,123
193,123
194,123
196,123
197,124
197,124
197,124
196,124
195,124
193,124
191,124
187,123
183,123
179,123
175,122
170,122
166,122
161,122
156,122
152,123
150,124
149,125
149,124
149,120
151,113
152,104
153,97
155,89
156,83
158,79
158,76
158,75
158,74
157,74
157,74
155,76
149,81
139,100
130,122
130,131
133,129
135,127
136,127
135,126
135,125
136,125
136,125
136,124
136,123
137,123
140,122
143,121
148,118
151,115
153,112
154,111
155,109
153,108
151,106
148,105
145,102
143,97
141,94
139,92
139,90
139,88
139,86
139,83
140,80
141,77
143,74
143,72
145,72
146,70
147,70
148,70
148,69
147,69
147,68
146,67
145,67
142,67
140,67
138,67
136,67
135,67
133,67
132,68
131,68
131,68
130,68
130,67
131,67
132,67
137,65
142,63
147,62
153,61
158,61
162,61
168,61
171,62
174,62
177,62
179,63
180,64
179,64
177,63
174,63
171,63
167,63
164,63
161,63
158,63
154,63
149,64
144,66
139,68
135,70
131,73
129,74
130,74
131,73
135,72
138,70
140,68
144,67
147,66
150,65
153,65
155,64
156,64
157,65
158,66
158,67
157,67
157,67
157,68
157,70
157,71
157,72
156,73
155,74
154,76
153,77
151,78
150,80
150,80
150,81
151,81
153,81
154,81
156,80
157,80
159,79
161,78
163,77
164,76
166,76
167,75
167,75
167,75
168,74
168,74
168,74
168,73
168,73
167,74
162,76
151,92
139,113
132,128
130,131
131,130
131,131
131,129
131,128
132,127
132,126
133,125
133,125
134,124
134,124
134,124
135,122
138,117
147,106
159,94
165,86
168,80
169,78
169,78
169,78
169,79
169,79
169,79
169,79
169,79
169,79
170,78
171,79
169,84
156,104
142,128
139,138
143,137
145,136
145,135
145,133
145,134
146,133
145,132
145,131
145,130
145,129
145,127
146,120
150,110
157,97
165,87
171,80
174,77
175,75
175,74
175,74
176,73
176,74
176,74
176,74
176,74
176,74
176,74
176,75
170,77
158,99
142,124
135,142
137,142
140,139
140,139
139,138
139,138
140,137
140,136
141,134
141,133
141,133
141,133
141,132
141,132
142,132
142,132
142,132
143,132
143,131
144,131
144,131
144,131
144,131
145,130
145,130
146,130
146,129
147,129
147,128
147,128
147,128
148,128
151,128
172,128
200,127
213,124
216,122
217,120
217,119
216,119
216,119
215,120
215,121
215,121
214,122
214,121
214,121
214,121
214,121
214,121
214,120
214,120
213,120
213,120
212,119
211,118
211,115
210,110
205,101
198,93
189,86
179,80
173,79
169,78
167,77
168,77
168,77
170,76
171,76
171,76
172,76
172,76
173,76
175,76
181,79
196,93
212,119
219,140
221,147
221,147
221,144
222,142
222,141
222,140
223,139
223,137
223,136
223,135
222,134
222,133
222,131
220,124
215,111
202,98
189,92
181,88
176,84
175,83
175,82
175,81
176,81
176,81
176,81
177,81
177,81
177,82
178,82
178,82
181,82
194,88
212,110
220,134
222,144
222,144
222,141
221,139
221,139
221,138
222,137
223,136
223,134
223,133
222,132
222,131
222,129
221,124
216,112
203,95
186,88
174,85
168,82
168,81
169,81
170,81
171,80
172,80
172,80
172,80
172,80
172,80
172,80
172,80
172,79
178,80
199,91
217,117
224,133
224,138
224,136
223,133
223,133
224,133
224,133
225,132
225,130
225,130
225,129
226,129
225,129
225,129
226,129
225,128
222,127
210,128
185,128
162,127
150,130
148,130
148,129
148,130
147,130
148,130
148,131
148,130
148,130
149,129
149,129
149,129
149,129
151,129
164,128
197,128
221,125
224,122
225,119
224,117
223,116
222,116
222,116
221,115
221,115
221,115
221,115
221,115
221,116
222,116
220,117
208,120
179,123
153,127
144,134
143,133
144,132
145,132
145,133
145,133
146,134
147,133
147,133
147,133
147,132
147,133
150,133
164,133
198,134
221,131
224,127
224,125
222,124
221,124
221,125
221,125
220,124
220,124
220,123
220,123
220,123
220,123
220,122
221,122
221,122
221,122
222,122
222,122
222,122
222,122
223,122
223,122
223,123
223,122
223,123
223,123
223,123
223,122
223,122
221,123
208,124
183,124
161,127
152,133
149,133
149,132
151,133
151,133
152,133
153,133
153,133
154,132
154,132
154,131
156,131
157,131
158,130
160,130
160,129
161,128
169,127
190,125
213,123
222,122
223,120
223,119
221,119
221,119
221,119
220,119
221,119
221,119
221,120
221,120
221,120
221,119
221,119
221,118
221,117
221,116
220,113
218,109
215,105
213,101
211,99
210,97
209,97
209,96
208,96
207,96
207,95
207,95
207,95
206,94
205,93
204,92
202,91
200,90
198,89
197,89
196,89
195,89
195,89
196,89
196,89
196,89
197,90
198,90
200,91
207,97
216,110
222,126
225,135
227,139
228,139
229,137
229,136
229,135
229,135
227,134
223,135
216,135
207,135
197,134
189,134
184,134
177,133
170,133
162,133
157,133
153,133
150,133
149,133
148,132
147,132
146,132
146,131
146,130
147,128
149,124
151,119
153,114
156,109
158,104
160,101
162,99
163,97
163,94
164,91
165,89
164,87
164,86
163,85
162,85
161,84
160,84
159,84
159,85
158,84
158,86
157,86
156,87
156,88
